review,label,movie,group
"Chuck Jones's 'Odor-able Kitty' is the cartoon that introduced Pepe Le Pew to the world sort of. There are a few key differences between the Pepe we know and love (or hate, in the case of some people) and the character in this cartoon. For one, the disguised cat who Pepe amorously pursues in 'Odor-able Kitty' is distinctly male. Also, Pepe is exposed as a fraud whose real name is Henry at the cartoon's climax, his French accent dropping away when his wife and family turn up. Pepe is not even the lead character here, the focus favouring the put-upon cat who disguises himself as a skunk to scare off his enemies. For the most part, the storyline largely follows the usual format of a Pepe Le Pew cartoon but Pepe's aggressive courtship is lacking the usual wisecracks and straight to camera addresses that make him such a great character. He is also not nearly as handsome as he would become and rather awkwardly animated. In fact, 'Odor-able Kitty' is a fairly ugly and clumsy looking cartoon all round. Its main source of appeal comes from its concept which was original at this stage before it became the template for every Pepe Le Pew cartoon that followed. This subsequent development has robbed 'Odor-able Kitty' of any impact whatsoever and to modern viewers it just looks like a rather dull Pepe Le Pew short with a weird surprise ending. As a child, I hated Pepe Le Pew. As an adult, able to appreciate his more sophisticated, verbal and risqué humour, I love the character and most of his cartoons. 'Odor-able Kitty' makes me feel like a child again!",0,Odor-Able Kitty (1945),F
"I truly despair for womankind when they discuss this joke of a programme as if it's intellectually engaging and promotes female liberation and independence. This show is the biggest insult to women next to all those libidinous hip-hop videos. If talking like a bunch of reckless teenage boys over $100 lunches in swanky restaurants, indiscriminately shopping for unnecessary fashion and jumping into bed with the nearest male in site is considered empowering, the fate of western women may be doomed as we speak. Aside from the damage it does to the female gender, Sex and the City is NOT ENTERTAINING. Not once has it been funny, captivating, exciting or original. The episodes play out monotonously. Each character are factory produced mannequins who behave in the same manner every episode. Not once have any of these shallow, unattractive women evolved. Perhaps the worst is lead character Carrie Bradshaw. Aside from looking hideous, her penchant for over analysis of relationships is cringe worthy. On top of all this, the show portrays men as a bunch of empty headed slobs who are unable to commit to healthy relationships. Even when there is a decent man, he is somehow painted as a villain. The utter lack of empathy for men is clearly the work of some ""progressive"" pseudo feminist. Saddest part of the whole show is that these women live unfortunate miserable lives. Any intelligent woman would never envy them. It is a banal show with even more banal characters. The NYC tourist board must hate the way this garbage is showing up their otherwise fine city! Thankfully this train wreck is over! Desperate Housewives is seen as the fitting replacement for SATC. While DH can be quite far-fetched, at least it explores women in more multi-faceted ways. Plus it treats men more respectfully and it's actually entertaining!",0,Sex and the City (1998),F
"Beware, My Lovely is an experimental studio film from the early fifties and was directed by a man, Harry Horner, better known for his set designs. Robert Ryan plays a handyman who is hired by Ida Lupino to do some housework for her. The problem is that he is a psychopathic murderer and doesn't know it. Miss Lupino is an empathetic soul and tries to win Ryan over, to little avail. He is not the sort of man compassion could help or cure. Thus we have an interesting situation of two people who basically mean well, but one of them can't do well because there is something wrong with him. He suffers periodic blackouts during which he commits acts of violence, which he later forgets. Essentially the effect Ryan has on Lupino is that of the hunter and his prey, or in another sense a sadist. The audience finds out early on that Ryan is a mad killer, but it takes Lupino much longer. Thus we must live with this knowledge as we watch poor Miss Lupino try everything in her power to 'win' Ryan over in order to make things work, get the job done, get on with life. But getting on with things isn't in Ryan's makeup, as he is incapable of any but the most rudimentary forms of normality, and as soon as there is an opening his paranoia asserts itself. As a study in mental illness the movie isn't too impressive. What it's superlative at is showing the effect of major mental illness, with dangerous psychopathology in the mix, and its effect on a normal person. In this regard the film is realistic and compassionate, though relentlessly logical in that we know Lupino can't 'fix' Ryan, yet we want her to. The result is that, if one is willing, one can get extremely involved in this film emotionally if one can put aside, so to speak, its melodramatic structure. Horner shows us, gradually, the layout the Lupino house , a forbidding gothic monstrosity that never feels like a home. We become familiar with staircase, kitchen and pantry; and we come to know which windows Miss Lupino can use for an escape and which ones she can't.",1,"Beware, My Lovely (1952)",F
"I went into this film really wanting to like it - it headlined a film festival earlier in the year, and boasted an all-star cast. But (and you could tell there was a ""but"" coming) it's a failure of a film. Outstanding character acting by Sarandon and Walken is destroyed by editing and the antics of the supporting cast. Turturro's performance is lackluster, and most of the comedy is overplayed. The recurring puppet shows are pointless, and a few scenes are completely out of place. That said, there are some wonderful moments sprinkled in the film. A genuinely touching stage moment, several of the seductions, and a few of the comedic color actually work out. Unfortunately, they're overshadowed by the diffuse, incoherent script and some bad acting.",0,Illuminata (1998),F
"I watched 40 minutes and couldn't bear it any longer  the television went off and I returned to some light reading ""Lobotomy for Beginners"". It was hard to say what aspect of this production was most displeasing - dialogue made up entirely of sound-bytes or the acting by numbers. It was difficult to determine the period in which the drama was supposed to take place. There were throw-away references to Lord Nelson and slavery but Edmund, the cleric-to-be, played by Blake Ritson was the only actor who one could believe inhabited the early 19th century. The other bright-young things had make-up and costumes more appropriate to a 21st century fancy dress party - the bleached-blonde Fanny, Billie Piper being the least credible character. UK commercial television obviously believes heaving bosoms, pouting lips and deep meaningful looks make a good story. Fortunately Jane Austen had other ideas. If you want to find out the story of Mansfield Park, buy the 1983 mini-series DVD.",0,Mansfield Park (2007),F
"Reed Diamond plays a man suffering from amnesia who's been in a mental asylum for over a decade after he was found wondering the back roads with blood on his hands. The doctors want to test out an experimental new drug that'll return his lost memories if it works. But when the drugs give him hallucinations of a demon, he chooses to escape instead. While outside he befriends a young boy whose stepfather (Greg Grunberg) mistreats his mother, won't let her near the darkroom in his basement & acts suspicious in general. While the general 'mystery' of the film is a tad easy to identify way before it's revealed, I found Mr. Diamond's acting to be enthralling enough to keep my attention throughout. (In the interest of full disclosure, I've been a huge fan of his since Homicide and his brief, but extremely pivotal, role in The Shield up through Journeyman & Dollhouse) Not a great film nor a good one, but serviceable enough. Although I did like it better than the previous films that I've seen from Director/writer Michael Hurst (Room 6, Pumkinhead 4, Mansquito) Eye Candy: one fleeting pair of boobs in a hallucination My Grade: C-",0,The Darkroom (2006),F
"This film is one of my favorite Christmas classics. Sure, it's fluff, it's not ""relevant"", but when did movies being simply entertaining and fun become a bad thing? No, this movie is definitely ""A Good Thing"" as Martha Stewart(appropriately)would say! Barbara Stanwyck is so appealing in this film and Dennis Morgan perfectly compliments her. Both of them have charm and warmth to spare. They are assisted by a crew of those incredible character actors who seem to have disappeared since the 40's and 50's--Sydney Greenstreet, S.Z.(Cuddles)Sakall, Reginald Gardiner and Una O'Connor among them. Where are characters like this today? Not one role could have been better cast. Bette Davis thankfully refused this role as beneath her and she was right to refuse it. She would have attempted to steam roll over everyone and everything around her and completely destroyed the film. Stanwyck was a strong actress, but had the wisdom to play this lightly. She has seldom been more appealing and is pitch perfect. Morgan is the essence of the nice guy. Because his part is the least splashy there is a tendency to overlook his skill. Just the fact that he could hold his own surrounded by such distinct character actors is an accomplishment in itself, but he too is absolutely perfect as Jefferson Jones. Skip the ill advised(and pointless)1992 remake and watch this bright, sparkling holiday gift!",1,Christmas in Connecticut (1945),F
"Drones, ethnic drumming, bad synthesizer piping, children singing. The most patronizing ""world music"" imaginable. This is a tourist film, and a lousy one. What really kills it is the incoherent sequences. India, Egypt, South America, Africa, etc, etc. No transitions, no visual explanation of why we're suddenly ten thousand miles away, no ideas expressed in images. Just a bunch of footage of third-worlders with ""baskets on their heads"" as another reviewer said. Walking along endlessly as if that had some deep meaning. If these guys wanted to make a 3rd World music video, all they had to do was head a few hundred miles south of where the best parts of Koya were shot, and film in Mexico. That would have been a much better setting for ""life in transformation."" But no. What they decided on was a scrambled tourist itinerary covering half the globe and mind-deadeningly overcranked filter shots. The only thing to recommend this film is that it doesn't suck quite as much as Naqoyqatsi. RstJ",0,Powaqqatsi (1988),F
"After having red the overwhelming reviews this film got in my country, I but wanted to see it. But - what a disappointment! To see a bunch of one-dimensional characters in a plot that lacks of originality is not worth the money and the time to spend. I sometimes wonder about the filmcritics in switzerland.",0,Salsa and Love (1999),F
"Not a very good movie but according to the info it's pretty accurate in depicting torture techniques. The purpose of the film was to show the brutality of the NK POW camps and that's done effectively enough, with surprising frankness for the time. Whatever technical flaws exist (and there are plenty) by watching this you'll see a forgotten corner of a forgotten war and some pretty nasty stuff - again, nasty because it's being done north of the DMZ and not in Guantanamo Bay. I don't think any of the Korean veterans brought up his torture when running for office, and if you watch the movies like this one and Pork Chop Hill in comparison to the Vietnam films. I don't know if it was the people in '54 being trapped in the WWII concepts (the boys tend to wisecrack a lot) or the war or what, but it's interesting to see this from the same system that 16 years later would be making movies like ""Go Tell The Spartans"".",0,Prisoner of War (1954),F
"So I flipped on the digital subscriber channels one night a couple of years ago and thought I'd pass a half hour watching ""Girlfight"" while waiting for ""Hart's War"" to start. With a title like that I figured it was some exploitation 'B' flic about inner city girl gangs. Much to my surprise it wasn't about that at all. Instead it is a well acted, well scripted story about a young woman who almost accidentally gets into female boxing. She is responsible for taking her younger brother to his practice sessions and get interested while observing his bouts. As he doesn't really want to be a boxer (only following through on their father's wishes) she convinces his coach to take her on in his stead. The story unfolds in an intelligent and believable way as she goes through various trials on her quest. For starters, her brother's coach doesn't want to take on a female boxer. After grudgingly doing so there is the problem of lining up matches for her. Then the confrontation with her father when he finds out what is going on. Yes, a love interest develops but it serves to enhance the plot, coming across more of an interesting inter-human reaction with its own fight related consequences. All in all this is a great little sleeper movie that few seem to have heard of. Some time later when I saw the much advertised and acclaimed ""Million Dollar Baby"" I thought ""wait a minute, this seems kind of familiar"". Needless to say, I didn't watch ""Hart's War"" that night.",1,Girlfight (2000),F
"Man, did this film stink! It's obvious this film helped spurn Hollywood's need to churn out tired sequels to appeal to the masses. First of all, it came out too quickly, and second of all, it just didn't have the same hipness which made the original film so successful. No new ground was broken, and it turned into a rather mundane effort.",0,Shaft's Big Score! (1972),F
"I saw this movie on the Hallmark Channel and thought it was wonderful, especially since it was based on a true man. Pierce Brosnan was very good as the loner English man who took on the persona of the half breed Grey Owl. The photography was beautiful. This movie made me do more research into this character Archie Belaney known simple as Grey Owl. I want to read as much as I can about him. At the time I did not know Richard Attenborough had directed it. But I am not surprised. I like all his movies whether he is acting or directing. I gave it the highest rating. However, I would have liked to have seen more in the movie about WHY he took on this persona as it only showed the two aunts who raised him and his room in their house. You can't go wrong with this movie if you are like me and enjoy a beautiful story without hearing foul language and contrived special effects every few minutes.",1,Grey Owl (1999),F
"This movie was to me a fairly enjoyable watch, I mean it wasn't great but it was one of the better horror movies of late. It seems to have been low, almost state benefit budget size but it has it's charms like the lovely ladies in it. The atmosphere was good also (which is what is missing froma hell of a lot of horror movies these days). The acting was your typical 80's low budget affair, that being in case you don't know is that it is ""dud"" acting. But that is what Lucio Fulci's movies were full of, they like this movie had atmosphere what they were lacking in storyline and money etc. They more than made up for in the horror & gore & atmosphere for the movie it's self. It is just a typical low budget horror movie that is watchable, I watched it all the way and I love horror movies. I've seen movies where I just turn off within 10 to 20 minutes or sit and fast forward it if it's on video, or skip scene's on the DVD. This movie didn't make me want to do that, I sat and watched it all the way to the end, without wanting to skip parts. I would have liked it however if the zombie type folk in this were a little more scarier as they were about as scary as having Freddy Kreuger as your babysitter, not. But seriously though if they were a little better it would have been low budget perfection, maybe. The music in this movie was top notch stuff, ideal horror music so it was. I've seen horror movies where the music is good or average but it could have been better, thank goodness though this movie didn't have nay of the Metal music in it. I've been a die-hard Metal fan since 1990 but in horror movies metal music spoils it, the movie looses atmosphere a lot when any type of music other than a score is playing. So i'm glad there was no music in this movie other than just your typical score which was rather creepy, well done. It could have use ""Profane Grace - Epitaph Of Shattered Dreams"" on it though. As it is keyboard music no guitars no nothing except ""really"" creepy keyboard tracks. Like track one ""Forever Sleep"" you hear the wind blowing all the way through it and some goose bump inducing keyboard music that follows it. Ever track on that cd is the same, ideal horror music at it's best, it would have suited this movie perfectly. The only unattractive chick in the movie to me was the one who got chibbed/killed (or so we are led to believe) and hung up as a scarecrow, only to get free and try to escape later. Every other woman in the movie was lovely indeed, a big 9 out of 10 for them all except the one I mentioned above. I wish that Hollywood (mainstream side of things) would give money to Romero and the guy who made this movie. As giving it to them for movies is way better a decision made than giving it to a goon muppet called Paul Anderson of the ""resident evil"" mince. Well done guys, it is not bad, not bad at all, I loved the part at the end credits when they kept showing you clips of them making the movie (behind the scene's) Not many movies do this kind of thing, which I thought added a little to the movie, as it also showed you some outtakes of sorts and that's always a good thing if you ask me. Rating for this movie 8/10, rating for the lovely ladies in the movie 9/10, rating for the atmosphere in the movie 9/10, rating for the score for the film 9.5/10.",1,Dark Harvest (2004),F
"Don't get me wrong, I'm a huge fan of many of Woody's movies, obviously his late 70's masterpieces (Annie Hall,Interiors, Manhattan)and most of his late 80's/early 90's dramas (Hannah, Crimes and Misdemeaners,Husbands and Wives) in fact I even liked some of his more recent efforts (Melinda, Anything Else, Small Time Crooks) but this was abysmal, I though it couldn't possibly be any worse than last years Match Point but how wrong I was. It was lazily plotted - basically a cross between Match Point, Manhattan Murder Mystery and Small Time Crooks,with all the jokes taken out - Woody seems to be on the way out as well, slurring most of his lines and delivering 'hilarious' catchphrases 'I mean that with all due respect...' over and over until the blandness of it all becomes to much to bare. I know that most actors are queuing up to work with him but they should at least read the script first - Scarlett Johansson and Hugh Jackman are so much better than this - and Woody should really take a more behind the camera role in future, if he has any sense about 20 miles behind it. It wouldn't be so tragic if we didn't have so many great Woody films to compare this to - but it is clear that his best days are behind him and judging by this effort, Woody should call it a day before he becomes an industry joke. Embarrassingly bad",0,Scoop (2006),F
"Wow, well, you know those shock things they use in hospitals to get your heart pumping again? I needed one for my brain after watching this movie. It literally took me almost 4 hrs in total to watch because I had to take a break and restart my brain to semi-normal functionality every so often. I mean this movie goes soooooo slooooow its ridiculous, to say that the script had about 10 pages of dialogue would be generous. They just don't talk!! And while talking isnt everything, and i admit there were some scenes where only the music was necessary, and the music is great, that was probably the best part, but then go listen to a symphony or something and forget about the movie. So many people give this awesome reviews, and for its time, i'd say the special effects and filmography is quite good, but as for the acting, or lack thereof, it just needed a little something more, no shootem ups or sex etc., profanity isnt even required, but a little more emotion, these guys were like stones, just sitting there with long faces. All in all, if you need something to calm yourself down, just play the movie, dont even start at the beginning if you've seen it before, just start anywhere, lay down, and relax, it'll put you right to sleep.",0,2001: A Space Odyssey (1968),F
"I walked out of the cinema having suffered this film after 30 mins. I left two friends pinned in by a great fat bloke to endure the remainder. As soon as the opening sequence of the film unrolled, I sensed something was wrong and it wasn't long before I to stop myself from hiding under my seat cringing in embarrassment. I'm not one for walking out of films however bad as they usually have some redeeming feature, but this one suffered from a catalogue of bad directing, bad acting (bar 'Bruno' character & the impeccable Jean Rochefort -according to my friends),awful editing (in terms of theme and meaning), terrible soundtrack and image correlation that seemed to make an art out placing the wrong peace of music over the image and scene at the wrong time . The worst crime was its overall insipidness and unbelievability (a result of the aforementioned atrocities). Why was it so awful? I do not want to waste more of my time explaining. I'd say go and see it for yourself but I don't want to fill the coffers of this project any more than necessary. Oh, the screening did possess one redeeming feature: My friend cambering over the rows of seats in silhouette with his umbrella hooked over his arm as he tried to steady himself -more pathos, tension & entertainment in those few moments than in the 125 mins of this sadly dire effort.",0,Tell No One (2006),F
"The best way to have fun in this movie is to count how many clichés it is rehashing. Snarling Chinese gangsters. A female vice-president. A ventilator duct that happens to be big enough to fit a big Caucasian male. Shooting through the wall to kill the bad guy. A Situation where you need to snuff out some innocent people to prevent Armageddon. Independence Day scenes where you snuff out some memorable landmarks in a fireball. The vice president in a nice well lighted room surrounded by subordinates, while the Chinese premier virtually alone in a dark room with just bit of dim light shining, snarling as viciously as the slimy gangsters. A lone hero left alone in a ship (building, airplane, whatever) wreaking havoc on clueless bad guys with big automatic weapons. Etc., etc., etc. The second best way is to count how many zeroes you need to put after the decimal to accurately gauge the probability of the film scenario. I counted up to 45. A president agreeing to a meeting on board a private vessel. The impossibly non-overridable command from the nuke box. The part where the Chinese decided to play shoot 'em up. Etc., etc. Man the earth is more likely fall into the sun than for this film to happen. I admit the film was interesting until the point the evil Taiwanese gangsters kidnapped the President. Then the boredom kicked in. Suspension of disbelief ceased, and I started thinking the fun I'd have torturing this film...",0,Chain of Command (2000),F
We've all seen this story a hundred times. You can see each plot turn coming a mile away. The relationship between the mother and daughter is way too sweet and understanding to pass for realistic. Janet Mcteer's performance is stock southern hot- ticket mother in vintage clothes. Should have been made for the Lifetime Channel.,0,Tumbleweeds (1999),F
"""Scoop"" is easily Woody Allen's funniest film of the 2000's so far. Allen, although finally looking his age, is at the top of his game as low-brow magician Sidney Waterman. His one-liners and demeanor are hilarious. Don't let the critics sway your opinion. ""Scoop"" is a top notch ""Woody-Lite"" picture. The classical music score is an excellent compliment to the action on screen. Scarlett Johanson looks gorgeous in that bathing suit. Jackman is dashing. The cinematography glows. ""Scoop"" is wonderful escapist fare from start to finish. The last shot of the film alone is worth the admission price.",1,Scoop (2006),F
"""Traffik 1989"" is an Emmy award winning six part miniseries out of the UK which was the inspiration for the Oscar winning ""Traffic 2000"". The five hour film breaks down the opium/heroine trade for the viewer from the handcasting of poppy seeds in an Afghanistan field to the ""head rush"" of a mainlining junkie in a flat in England. Not only does ""Traffik"" offer entertainment value through interleaved dramatic stories it also provides an overview of the international drug trade at all levels answering the who, where, how, and why questions of the age old and unstoppable narcotic supply/demand machine. Synergistically entertaining and educational, ""Traffik"" will prove to be time well spent for teens and up. (A)",1,Traffik (1989),F
"So, Fox pulled the plug midway through a drama/mystery... How lame is that? Do they expect us to invest our time in their new shows when there is a realistic risk of never finding out what happens? Why weren't the remaining, already filmed episodes aired in the US? They were broadcast elsewhere. Hey, Fox! Are you listening? This was a great show, but you left us hanging. If you're going to introduce new drama/mysteries, at least air a conclusion before abruptly ending mid-theme. Every time something like this happens (and it seems to happen a lot with you - i.e., Fox), there are more of those who will ""wait and see"" before investing their time. This means you will see an artificially low interest share, and are more likely to end the series. See? It is a vicious cycle. Don't let us down again...",1,Reunion (2005),F
"Someone reviewed this movie as a ""waste of time"" because he/she was expecting the ""beautiful scenery of Brazil and Portugal"" but then everything looked ""washed out"" or gloomy, or something to that effect. I believe this person missed the entire part of the film. This is reality. The point of this movie is to show that life is not, indeed, ideal, and to show what people go through in their lives for family, love, and survival. A young man leaves his slum in Sao Paolo, Brazil, to go to Portugal to visit his mother's home country after her death. He discovers that not everything is free, and that Brazilians are looked down upon by native people from Portugal. He eventually finds a life, a love, but the story does not end as expected and this is not a ""fairy tale"" story. The part that got me most was the ending song, ""Zeca Bailero (Honey Baby)"" by Gal Costa. It fit so well with the movie; especially the ending.",1,Foreign Land (1995),F
"CHRISTMAS IN AUGUST is a perfect movie. A flawless movie about all the flaws of humanity. On the outside it may look like a movie about death, but is in fact a movie about life. I simply cannot recommend this movie enough. And be not afraid, dear readers, it is not a depressing film. As stated, it's a movie about the brightness of life coached under the guise of death. You will laugh. You will cry. You will realize that life is fragile and short. And you will leave the viewing with a better understanding of how precious life is. 10 out of 10 (go to www.nixflix.com for a more detailed review of this movie and reviews of other foreign films)",1,IMDb tt0156401,F
"This movie has several things going for it. It is a ""feel good"" story. The characters and actors are likable, realistic and present fine performances. Most important, I believe, is that Dennis Quaid knows how to grip and throw a baseball. Robert Redford looked good both throwing and swinging a bat in ""The Natural, and so did Kevin Costner in ""For Love of the Game"" and ""Bull Durham."" In ""Major League,"" Tom Berenger and Charlie Sheen looked like they knew what they were doing, but many of the others did not, and that picture was pure silliness - and not very funny. So many earlier baseball movies, even where the stories might be interesting, presented such a lack of baseball ability on the part of the leads, they were ludicrous in this respect. In ""The Stratton Story"" and ""Strategic Air Command,"" Jimmy Stewart looked about as believable as a professional baseball player, as your overweight, non-athletic, elderly uncle in the softball game at the family reunion. Other virile and physically robust stars (e.g., Gary Cooper as Lou Gehrig; Robald Reagan as Grover Cleveland Alexander; and Dan Dailey as Dizzy Dean) also exhibited a degree of baseball ability that would put them in the late rounds while ""choosing-up"" for a game at the Sunday picnic (even if coed, and even if your uncle were involved). The scenes of Quaid's high school team he coached, the ones where he attends his tryout with the Devil Rays, and those with him playing in two minor leagues and in the American League, all ring true. The participants are believable and capable. In addition, he is an engaging actor who always delivers a talented and appropriate characterization (except, to a degree, some of his ""over-the-top"" scenes, and his forced accent, in his portrayal of Jerry Lee Lewis). But he's definitely on-target here, and this movie is a ""9,"" as good, or better, as any others of this genre, except for ""The Natural.""",1,The Rookie (2002),F
"In an earlier comment I mentioned how much I enjoyed this film - better second time around. I don't resile from that opinion. Strangely, I can't find anyone else who did like it. My mother was going to see it but several friends told her ""No way"". My sister and her family saw it and half the theatre walked out part-way through. My wife's suggestion is that Australians see the characters as just normal, everyday Americans and therefore it's not funny. But, hey, most Americans think all Australians are like Crocodile Dundee, so it's nice to have the boot on the other foot for a change.",1,Best in Show (2000),F
"The final part of Kieslowski's trilogy based on the colors of the French flag finds the director at peace with the metaphysical and transcendent nature of the cinematic image. In Red, imagery is paramount, as well as the obvious but clever color coding. However, rather than adhering to empty aesthetic contrivances based on the 'cinema du look', Kieslowski's Red is a multi-layered, densely plotted meditation on the nature of fate and love. In Red, love and fate are intertwined but complex notions, dictated as much by the whims of human beings as the invisible parallel associations that seems to pass us by. You sense Red is really an allegory, a reenactment of Prospero's omnipresent gestures in The Tempest, yet it is more than its story appears. Red demands countless viewings, and in each viewing something new is discovered that weaves itself into the already immaculately plotted structure. Although Red stands alone as a masterwork from Kieslowski, it's best viewed as part of the trilogy. Elements of Blue and White are referenced in Red, which knowing viewers will enjoy.",1,Three Colors: Red (1994),F
"The final installment in the action thriller franchise is just that probably the hardest hitting of the three films. It goes further to play the anti-Bond theme. Bourne doesn't like what he is doing and wants to know about his blurry past. Everything about this film hits it on the nail from the cinematography to choreography/stunt work to the script to acting. The film starts out in a flurry as Bourne is running from the Moscow police. The story seems to pick up right where the first film left off. Or does it? The time is a little muddled here, but we get the fact that Bourne is remembering things. A sudden flashback while trying to clean himself up nearly gets him caught, but he makes it and doesn't kill anyone. They aren't his target. From there we get more of the intrigue of his past with a new player, Noah Vosen, who seems to know everything about Bourne and will protect it at all costs. Pamela Landy is back as well as Nicky Parsons who seems to have a past with Bourne as well. The cinematography is in your face following tight on practically everything. The car chase is even more intense if that seems possible than the ones from the first two. And the veteran cast chasing Bourne is superb with a nice part by Albert Finney. It also has slight political overtones in relationship to rendition and other government policies, but that is minor and integrated very well within the plot. All in all this is the best of the trilogy conclusions this year, if not the best action trilogy ever.",1,The Bourne Ultimatum (2007),F
"If you like films that ramble with little plot exposition spiced with kinky sex, this film is for you. On the plus side the lead actor/actress (newcomer transsexual) does have an interesting screen presence, but not enough to add up to much more than a mildly interesting movie - if that. Essentially this film is about 3 social outcasts (transexual prostitute, male hustler, and Russian,gay immigrant) who somehow have developed a bond. Why is not clear. We are expected to accept these misfits are at the core basic honest people who have the ability to love while they hustle their bodies on the street. Right!! And Anna Nicole Smith was truly in love with her ninety something sugar daddy! The filmmaker shows a gritty, unpleasant side of life while wanting us to believe underneath it all these seriously damaged people are really quite normal to the extent they have a menage a trois which helps them through life. Quite a fantasy, but unfortunately portrayed here as real look of life on the wild side. In sum, no plot, no truth and no real reason to spend much time here. Unless of course you just like to revel in the kink!!!",0,Wild Side (2004),F
"Rented a batch of films from Blockbuster last night, and this was the first one I watched (it was late on a Saturday night, wanted a ""horror film fix"")... Wow, this was awful, almost embarrassingly so... Stupid slasher-type story I really thought films like Scream had put an end to; amateur actors delivering clichéd' and insipid dialogue that is hard to believe was actually typed and read off a page; and gore scenes that are nothing to get excited about (especially when occurring in a film this poorly scripted). But I've always believed no film is 100% percent totally worthless. Here's the few good things I can say about this mess: #1 Bobbie Phillips: love this actress. She's the only member of the cast who displays any acting talent whatsoever. The only reason I took a chance on renting this is because her name was on the front cover. She acquits her presence in this dreck with professionalism, even though she looks bemused at times that she's acting in such a moronic story. #2 Unintentional Hilarity: This is the kind of film I can remember seeing back when there were still grind house theaters around the country and they used to include crap like this as the third movie on a triple-bill with some prestige thriller movie that was finally making it's way to the hinterlands. Unfortunately, in this direct-to-video age, most viewers have to endure these turkeys alone now without the communal experience of being part of an audience jeering and throwing stuff at the screen because the film is so terrible. Which leads to-- #3 Porn Stars Trying To Act!: Mostly on hand because the producers don't need to cajole or plead with them to disrobe for extended sex scenes, but this trade-off usually means they actually get to speak some lines that are supposed to advance a story (other than ""ooh yeah baby"", or ""harder!""). And, proudly, they all deliver expertly at looking foolish when trying to act. I'd almost exclude Ginger Lynn Allen from this group if her character wasn't supposed to be an Irish mom and she's actually attempting at times to do an accent, which just keeps the smiles coming. It's nice to look for the positive in all experiences, and that's what I took from this cesspool a.k.a ""Evil Breed""",0,Evil Breed: The Legend of Samhain (2003),F
"This isn't art, it's inner-urban, politically-correct propaganda! Jindabyne's political intolerance is beyond unforgivable... it doesn't see people as individuals, but rather, as members of categories. This is the most patronisingly offensive Australian movie I can recall ever (and it's up against some pretty stiff competition!). A message movie, every tired theme beloved of the trendy left is there: Aborigines are victims; white men are violent or alcoholics; white women aren't that bad -particularly if they are lesbians - but they're most likely of a depressive nature. Four men who go away fishing, find the body of a murdered woman (Aboriginal, naturally) and leave her in the river for several days while they catch trout. It's a strange decision taken with almost no discussion, as if the men are animals. The one man who briefly demurs is the goodie... we know this because he's living with a bisexual woman - he likes to hold his baby a lot - and eventually moves to a more fashionable costal location (away from all these beastly bush-dwellers). This is a film made by those trendy urbanites who live in fear of the Australian landscape and those evil rednecks who reside within. It's ignorance of country life is almost as shocking as its contempt. The film is shot through with long-distance views of the bush backed by foreboding, mysterious music. It's made very clear by the end that Aboriginal people are the only ones at home in this landscape. It concludes with an excruciatingly implausible scene of black-white reconciliation. In Jindabyne, country life is reduced to little more than a backdrop for a story that by implication proclaims the superiority of the values of enlightened leftist urban dwellers over those of other Australians. This film was not made by people with real jobs but funded by the Government's Film Finance Corporation. It's a product of the artsy set, that soulless void populated by the beautiful people for whom lavish government funding sustains these patronisingly offensive projects (which are as detached from real life as possible), as opposed to actually making popular films people want to see. It doesn't matter if the film is a stinker, they still get paid. Spare yourself from wasting time, avoid it like the plague. More jaded social commentary than actual entertainment, this film deserves to pan!",0,Jindabyne (2006),F
"Richard Norton really lights the screen up in this Portland, Oregon based martial arts masterpiece. Norton, an Aussie heartthrob, plays the evil Mr. Milverstead who runs a successful import/export business both smuggling arms and participating in the female flesh trade. Usually the women are plucked from his favorite dance club with the help of a squad of goons the most well known of who is Bolo Yeung, playing the role of Ice. Trouble comes for Milverstead when a new cop in town John Kim (Britton Lee) is out to avenge his dead partners murder at the hand of Milverstead's organization. If you have time to see only one martial arts movie this year, don't miss this classic.",1,Ironheart (1992),F
"I love Brian Yuzna's other work, even cruder stuff like 'Necronomicon', but 'Progeny' was too much even for me. My chief complaint is that it's needlessly exploitative of Jillian McWhirter's nudity, I'm no prude but these nude scenes just drag on and on and on... only to culminate (virtually every time) in a tawdry *wink, nudge* insinuation of sexual violence. The scene where she attempts a coat hanger abortion after several minutes of naked screaming is a prime example. Arnold Vosloo's 'performance' is utterly turgid, but even Jeffrey Coombs couldn't save this festering heap of a film. The aliens are boring, the uniformly dull lighting saps your interest, and the plot is absolutely predictable. The only highlights for me were an all-too-brief glimpse of the aliens' true form (very nice model) and the scene where Vosloo finds his wife in the closet was OK too. But you've been warned.",0,Progeny (1998),F
"Well, I bought the Zombie Bloodbath trilogy thinking it would be mindless gory fun. That's what it is, without the fun. This film truly is mindless, it is absent of any plot or character development, or any sort of storyline. The basic problem with this movie is the kills and gore. Basically, every kill looks EXACTLY the same. ZOmbies ripping someone apart. Yeah, that's okay, but you need some original kills too. I mean it got really lame, every kill looked exactly the same, filmed exactly the same way. Thats what killed me. I love gore, and the gore in this film did nothing for me. It was just boring. No storyline, just the same lame scene over and over again with a different person. I wanted to like this movie, too. I love shot on video gore movies...like Redneck Zombies. But I couldn't kid myself. This film has it's good points, but none of those are in the film. I understand that many of the ""zombies"" helped out with the flood and there were like over 100 zombies, which is pretty cool how they got so many people involved and helped out in the world. But overall, this is a terrible film.",0,Zombie Bloodbath (1993),F
