review,label,movie,group,famous
"Mario Van Peebles tries to go the Jean-Claude Van Damme route and play a renegade robotic soldier who goes AWOL to preserve himself, however the government isn't going to take this lying down, so among the simplistic plot Van Peebles protects villagers from the rebel forces and defeats a improved version of himself in this disappointing film. This blatant rip off of Universal Soldier (Which is far more fun then this) simply goes nowhere. The main problem is that the movie is so unbelievably inert. Van Peebles just waits around and there just isn't enough ass-kicking to justify a viewing. On the other hand the movie does sort of resemble a competent version of R.O.T.O.R although where as that abysmal bad movie was hilarious, this one only yields occasional laughter in its laughably unconvincing action sequences. Also like R.O.T.O.R it makes no sense in its narrative and basically the movie is awesomely boring. Plus the villains are disappointingly weak and basically the movie needs an actual action scenario to work, because the material is too dull. In all regards Solo is a very weak film. *1/2 out of 4-(Poor)",0,Solo (1996),E,0
"Encouraged by the positive comments about this film on here I was looking forward to watching this film. Bad mistake. I've seen 950+ films and this is truly one of the worst of them - it's awful in almost every way: editing, pacing, storyline, 'acting,' soundtrack (the film's only song - a lame country tune - is played no less than four times). The film looks cheap and nasty and is boring in the extreme. Rarely have I been so happy to see the end credits of a film. The only thing that prevents me giving this a 1-score is Harvey Keitel - while this is far from his best performance he at least seems to be making a bit of an effort. One for Keitel obsessives only.",0,Order of Death (1983),E,0
"Once in the Life means that once a hoodlum, always a hoodlum, and nobody gets in or out of `The Life' for free. Neighborhood hoodlums in New York sell drugs and run scams because they can't make it in the legitimate world, maybe because they have a criminal record, or a drug habit, or because they're just lazy. This simple story with a couple of twists about mostly despicable characters manages to draw compassion out of the audience for its main players because of their loyalty and compassion for each other. The film is written, produced, and directed by Laurence Fishburne, who also stars as 20/20 Mike (all hoodlums have nicknames), and is based on his play, `Riff Raff.' It feels like a play from beginning to end, especially during the longest scene where the three main players square off to decide who can be trusted. Often times the dialog comes very fast, much faster than it would on stage, and I think it's the film's biggest flaw. Mixed in as flashbacks throughout the film are poems from the street, a sort of iambic pentameter rap, that is violent and evocative of the world this movie discloses. The poetry makes it difficult to dismiss these men, these hoodlums who murder, cheat, and betray each other, as unworthy of our attention or below our contempt. The disturbing thing about this film is that its realism shows us not only how these people live, but how they suffer for the same reasons as us all. One is too stupid, another a junkie, and the last suffers from conscience while the audience wonders, or even laughs, at the irony of executioners demanding from him hanging in the gallows to tell jokes in the midst of his demise.",1,Once in the Life (2000),E,0
"The consequences of love: There is really something special about this film but it's very hard to put your finger on. It is a love story of sorts but not really one i've seen before. It has several love themes running throughout the film. One mans love for a younger woman, a younger mans love for his older brother, the mafias love of money at all costs these are just some that intertwine in a story that has you guessing or rather not knowing where and how it will end. The cast are all superb from Sophia the teasing barmaid to the straight faced-ness of titta the films central character. With simple yet affective camera work bounced off an ever-changing soundtrack that mixes low-fi trip hop with lush orchestral pieces. The style of the film changes beautifully using several styles without ever getting cluttered. Love has never looked so diverse and powerful as the tales we are told rumble towards various conclusions. The director has married old and new into a rich Italian classic.",1,The Consequences of Love (2004),E,0
"This is a Very Very Boring and uninteresting action film, and without Chuck Norris it would have been unbearable!, plus the low budget shows big time!. Some of the fights were good, but the story is laughable, and there no menacing villains at all.The dialog was laughable I had some trouble finishing this film, but Chuck Norris, made it somewhat bearable. I really have nothing more to say, since i was only paying half attention,because it was so incredibly boring however it did pick up a tiny bit towards the end. The Direction is terrible. Don Hulette, does a terrible job here, with lousy photography, an awful pace, and overall the film looked dull!. There is no gore. The Acting was terrible. Chuck Norris is very good here, he kicks that ass, and he made the film almost bearable(Chuck rules!). George Murdock, is terrible as the main villain, and very unconvincing. Terry O'Connor, is decent here, and had okay chemistry with Chuck. Michael Augenstein, is decent as Chuck's brother. Overall It's quite simple AVOID! * Out of 5 (Chuck saves it from the BOMB rating).",0,Breaker! Breaker! (1977),E,0
"Being S Club Seven, the film already boosts an ecstatic atmosphere! But seriously, Oprah has a point when claiming: ""Don't go there, girl!"" Spice World suddenly doesn't seem to be all that bad... I take my money elsewhere!",0,S Club Seeing Double (2003),E,0
"I'm not a fan of Adam Sandler. In fact, I don't think I've ever liked him in anything I've seen him in. The opening scene of this movie confirmed my worst fears. There was Adam Sandler, playing a somewhat ridiculous looking character riding around New York City on a motor scooter, looking pitiful and lost. Typical Sandler-type loser character again, I thought. I almost gave up then and there. But then, as I stuck with this, I actually discovered something I never knew before: Adam Sandler can act! He is truly outstanding in this movie as Charlie, a lost and lonely figure, whose entire family (including the dog) was killed in one of the hijacked planes on 9/11 and who has apparently lost all touch with reality as a result. Don Cheadle plays his former college roommate who unexpectedly reconnects with Charlie and takes it on as his mission to help him get better. Of course, Cheadle's Alan Johnson has his own problems and sources of unhappiness, and somehow these two men manage to help each other through their difficulties. The two of them made a completely believable team, and Sandler in particular made Charlie real, working through his emotions and feelings. This is not a Sandler comedy. If your looking for that go to some of his other, sillier, stuff. This is a pretty heavy movie - sometimes sad, sometimes hopeful and always engrossing. There are some funny parts in it. I loved the scene in which Charlie convinces Alan to confront his partners by reminding him of how tough he was in college, and then the conversation the two of them have afterward. I personally didn't think that Saffron Burrows added much to the movie as Donna, an obviously needy patient of Johnson's. The only reason for the character seemed (based on one flashback) to be that she looked eerily like Charlie's late wife, but that was never really developed, and I just didn't care that much for the character. Do look for the part of the judge, however, played by Donald Sutherland, who I thought nailed the part bang-on. As far as I'm concerned, though, this is Sandler's movie, and kudos to him for a great performance. Definitely his best in my opinion. 8/10",1,Reign Over Me (2007),E,0
"I have never before seen a movie quite like this, nor as funny. I laughed my goddamned ass off and have watched it repetitively. Infact I am watching it now. Chad from CKY is hot too. Anyway if you never liked it, blow it out your ass, you have no taste. The movie involves Ry (Ryan Dunn) having just broke up with his girlfriend turning to Valo (Bam Margera) and Falcone (Brandon DiCamillo) for help in finding out exactly what she done with ""Hellboy"" (Rake Yohn), and with the help of Raab (Chris Raab/Raab Himself) they do just that. The fender bender scene and the scene with Cactus at Record Bin were hilarious.",1,Haggard (2003),E,0
"This story of a teacher who has a relationship with a student is told in a subtle manner, something which sets it apart from most films with this plot. Mr. Lam (Jacky Cheung) has a relationship with Choy (Karena Lam, who was also so good in ""Koma"") in what at first appears to be an inexplicable situation. He is married for 20 years to Ching (the great Anita Mui, in her last role before she was cruelly taken from us), and it appears to be a loving relationship. When Ching offers to care for hers and Mr. Lam's former teacher, Choy and Mr. Lam have the opportunity to be together. What makes the film so good is director Ann Hui's pacing. It takes a while to uncover the secrets of the Lamsm and it all makes sense. The movie is very dramatic and touching. You don't feel any repulsion about the teacher/student situation, something that elevates this film above many with the same plot. It is slow moving, but stay with it. Also, revel in Ms. Mui's wonderful, unglamorous but beautiful performance. She was and is someone truly special and in this film you fall in love with her one last time. It is worth the time to witness and just be there with her.",1,July Rhapsody (2002),E,0
"A masterpiece. Thus it is, possibly, not for everyone. The camera work, acting, directing and everything else is unique, original, superb in every way - and very different from the trash we are sadly used to getting. Summer Phoenix creates a deep, believable and intriguing Esther Kahn. As everything else in this film, her acting is unique - it is completely her own - neither ""British"" nor ""American"" nor anything else I have ever seen. There is something mesmerizing about it. The lengthy, unbroken, natural shots are wonderful, reminding us that we have become too accustomed to a few restricted ways of shooting and editing.",1,Esther Kahn (2000),E,0
TV director uses astral projection to kill people taking the form of the blue man. Dull uninvolving horror film that kind of just sits there before your eyes and makes you wonder why you are watching it. I sat through the film to the end and I really can't give you more than a cursory account of what the film was about because I kept finding my attention diverted by other things. I can't really recommend this. I think my feelings are best summed up by the fact that I paid a dollar for the DVD as a double feature and I feel kind of ripped off.,0,IMDb tt0092986,E,0
"The 2005 edition of the Royal Rumble came live from the Save Mart Centre in Fresno, California. The two top Championships of the WWE were being defended, The Undertaker was battling Heidenreich in a Casket match, Shawn Michaels was taking on Edge in a grudge match that had been building up since last October and of course the every man for himself over the top rope Royal Rumble match itself. Who was going to take the price this year? Chris Benoit? Edge? Eddie Guerrero? Edge? John Cena? Batista? Edge? Shawn Michaels? There was no shortage of contenders. It was Batista that picked up the popular victory in the main event battle but not without controversy, or should I say, a botched finish. Batista and John Cena were the final two men in the ring. Batista was supposed to dump the young Smackdown! star over the top rope but it all went wrong and they both went toppling to the floor. The referees acted on their feet as we had an arm-raising contest similar to that of Bret hart and Lex Luger back in 1994. This brought out the chairman of the board. Vinnie Mac walked down to the ring the way only he can but injured himself badly getting into the ring. It was unusual to see Vince McMahon sitting, legs out, telling the two men to restart the match. Batista then did was he was supposed to do first time round and dumped Cena to the floor sealing his own future with a Championship match at WrestleMania 21. The undercard for this years Royal Rumble had a very solid line up, with many of WWE's biggest stars competing in matches. Each brand had two big matches each. Raw opened the night with the match between Shawn Michaels and Edge. This was a good technical contest. Back and fourth all the way until Edge got the pinfall. This was a smart booking decision and kept Edge as a contender to the World Heavyweight Championship. The second match of the night was the feud ending Casket match between The Undertaker and Heidenreich. The match was not a classic, but then again have their been any classic Casket matches? It was entertaining. Especially when Snitsky got involved and then Kane popped out the casket to a great pop. The Undertaker surprised no one when he got the win, slamming the lid on Heidenreich and this mediocre feud. The first of the two Championship matches of the night was John Bradshaw Layfields defence of the WWE Championship in a triple Threat match against both Kurt Angle and the Big Show. This match was very good. Again, not a classic but entertaining none the less. JBL took the win after pinning Kurt Angle. His celebration was short lived however when backstage teddy Long informed him at No Way Out he would defend the WWE Championship in a Barbed Wire Steel cage match against Big Show. Not a very nice way to spend a Sunday night. And of course there is no show without Punch. Punch of course being reigning World Heavyweight Champion Triple H. His rematch from Unforgiven 2004 with Randy Orton was lot better than the original encounter. It's a pity because they just don't seem to click to well in the ring and this would be an excellent feud if they did. Orton played the concussion role very well and went down in defeat to The Game. So the first big one of 2005 was a good one. It achieved its goals. Feuds ended and new ones began. We were now officially on the road to WrestleMania 21.",1,WWE Royal Rumble (2005),E,0
"It's one of those dramas that's so bad that it almost hits the point of being very funny, the script is absolutely dire, direction appalling, lighting purely armature, the only thing letting it down from a true so bad it's good feel is that the sound design is only quite bad; it adds no suspense to the story although trying hard, but doesn't at least destroy any speeches. There's continuity problems of seasons of out door shots throughout. And finally last but not least the acting is appalling. For a professional production it very much has the feel of a university media project you have to feel sorry for the sorry for anyone who had to put their names to this.",0,Time of Her Life (2005),E,0
"Someone reviewed this movie as a ""waste of time"" because he/she was expecting the ""beautiful scenery of Brazil and Portugal"" but then everything looked ""washed out"" or gloomy, or something to that effect. I believe this person missed the entire part of the film. This is reality. The point of this movie is to show that life is not, indeed, ideal, and to show what people go through in their lives for family, love, and survival. A young man leaves his slum in Sao Paolo, Brazil, to go to Portugal to visit his mother's home country after her death. He discovers that not everything is free, and that Brazilians are looked down upon by native people from Portugal. He eventually finds a life, a love, but the story does not end as expected and this is not a ""fairy tale"" story. The part that got me most was the ending song, ""Zeca Bailero (Honey Baby)"" by Gal Costa. It fit so well with the movie; especially the ending.",1,Foreign Land (1995),E,0
"''Meet Sherri..for an evening of Pleasure and Terror!'' Cheap special effects,cheesy lines,yep its the original 1978 Movie ''Nurse Sherri'' Starting Geoffrey Land as Peter Desmond,and Jill Jacobson as Sherri Martin and Directed by Al Adamson. The movie is about an evil ancient spirit that possesses a nurse at a hospital,then she starts killing doctors one by one.The acting was okay but some of the acting was robotic.The storyline was good but the sex scenes were just thrown in there probably to get more views.The directing was bad,And the special effects looked like a drawing,the effects didn't fool anybody.the death scenes were pretty good but the director mixed too many things in there that didn't make any sense like the sex scenes,the nudity,the football player,and many more. Overall Its A Good Movie,But Not The Best. 7 Out Of 10",1,Nurse Sherri (1977),E,0
"I've always believed that David and Bathsheba was a film originally intended for Tyrone Power at 20th Century Fox, although Gregory Peck does give a good account of himself as King David, the monarch with a wandering eye. A whole lot of biblical subjects get covered in this film, adultery, redemption, sin, punishment and generally what God expects from his followers. When you're a king, even king in a biblically prophesied kingdom you certainly do have a lot perogatives not open to the rest of us. King David has many wives, including one really vicious one in Jayne Meadows who was the daughter of Saul, David's predecessor. But his eyes catch sight of Bathsheba out in her garden one evening. Turns out she's as unhappily married to Uriah the Hittite as David is to quite a few women. Uriah is one of David's army captains. David sends for Bathsheba and him being the King, she comes a runnin' because she's had her eye on him too. What happens, an affair, a pregnancy, and a carefully arranged death for Uriah in a battle. But an all seeing and knowing Deity has caught all of this and is not only punishing David and Bathsheba, but the entire Kingdom of Israel is being punished with drought, disease, and pestilence. The sexist law of the day calls for Bathsheba to have a stoning death. David shows weakness in his previous actions, but here he steps up to the plate and asks that the whole thing be put on him. He even lays hands on the Ark of the Covenant which was an instant death as seen in the film. My interpretation of it is that God admires guts even if you're wrong and he lets up on David and forgives them both. Bathsheba becomes the mother of Solomon and she and David are the ancestors of several successors in the divided kingdoms of Israel and Judah until they're both conquered. Susan Hayward is a fetching Bathsheba caught in a loveless marriage with Uriah played by Kieron Moore. The only thing that gets Moore aroused is a good battle. I liked Kieron Moore's performance as a brave and rather stupid horse's rear. No one can lay the law down like Raymond Massey. His Nathan the Prophet is in keeping with the John Brown character he played in two films, same intensity. So when His own law called for death, why did God spare Bathsheba and keep David on the throne. Maybe it was the fact He just didn't want to train a third guy for the job. He'd replaced Saul with David already. But I think the Christian interpretation might be that this was a hint of the New Testament forthcoming, that one might sin and receive mercy if one asks for it penitently. I'll leave it to the biblical scholars to submit interpretations. Watch the film and you might come up with an entirely new theory.",1,David and Bathsheba (1951),E,0
"I went to see this with my wife and 3 yr old son. He seemed to like it a lot more than my wife and I did. The writing is surprisingly poor for a pixar / Disney excursion. In fact, I had a very hard time paying attention at all. The movie does look amazing but the story just becomes so weird and long winded that I was hoping my son would fall asleep so I could pick him up and walk out. Not to say that the film isn't an interesting concept, it's just told so oddly, (bad screenplay?) especially when we ""meet the family"" for the first time. I know we're supposed to get the impression that the family is wacky but good lord, they could've shortened that sequence by a good 15 minutes (seemingly, I didn't actually time it). By that point I was scratching my head looking for an exit.",0,Meet the Robinsons (2007),E,0
"It was definitely worth viewing, I don't regret that. But also it was kind of ordinary. Something, that I would expect from a movie titled like that. Love story was nice to watch. Humour was involved, but nothing surprised or spooked me. Shooting, ""tough guys"" etc. ain't worth it any more.",0,American Cousins (2003),E,0
"I happened upon this movie as an 8-10 year old on a cold, dark November afternoon. I was outside playing all day, freezing, and when I came in around 4pm, I had a cup of hot cocoa and sat down in front of the TV with a blanket. I was surprised to be watching a cartoon that wasn't all happy and silly--and was in fact dark, and moralistic. It captured my imagination. I'm sure it misses the text, and is abbreviated in all the wrong places for the Tolkien purist. But it still captures the spirit of the story, the choice to carry a burden for the good of others, the consequences of selfish, rash decisions, etc. The quality of animation leaves room for complaint. But the one place where this movie clearly rises above the new films is the voice characterizations. John Hurt is great in this. If you don't like how the character is drawn, look away, and just listen to him. His voice is extraordinary. I've seen it again many, many times and it always brings me back to that time, as a kid, thirsty for some magical adventure. It's for this reason I say 'lucky', the film is nostalgic for me so I overlook its shortcomings. But between John Hurt, and Tolkien's fantasy, it still reached me, and still does.",1,The Lord of the Rings (1978),E,0
"Another fantastic offering from the Monkey Island team and though it was a long time coming and had to survive the departure of Ron Gilbert it's another worthy installment. My only gripe is that it was a little short seeming in comparison to the previous two, though that might be because of a glorious lack of disk-swapping. Roll on MI4.",1,The Curse of Monkey Island (1997),E,0
"This was surprisingly intelligent for a TV movie, and quite true to my own experience of bulimia. It was actually well-researched, and I can only assume it was written by someone who's gone through a similar experience, because it had all the little details. The characters were quite well-drawn, and the performances by Mare Winningham and Alison Lohman were great. I think what I like most was that they made them specific and smart, and there was no dumbing down of the reasons for Beth's bulimia (it wasn't some ""diet gone out of control, caused by the pressures placed on girls by the media, pressures we're not actually going to address...""). Her mother wasn't completely clueless - too often on television they'll take an issue that EVERYONE has some awareness of and try to tell us that their protagonists are the last remaining people on earth who don't (""Diabetes? What's that? Oh, my world is all askew, doctor, please explain it all to me as if I'm a small child"", etc). It was brilliant that her mother was a psychologist and even she didn't see the signs. And the scenes where Beth was throwing up weren't OVERLY melodramatic and sensationalist, and concentrated more on bulimics' need for secrecy, and their out-of-controlness. The scene where Beth tells her mother she's bulimic would've made me cry if there hadn't been other people in the room. Okay, so I liked those bits. What didn't work for me so well was the ending, which headed back to the TV movie territory we know and don't particularly love, but I guess they had to wrap it up. ""You, too, can cure your child's eating disorder, if you have lots and lots of money and live in America..."" And can I just say again that I really like Mare Winningham. She's great.",1,Sharing the Secret (2000),E,0
"After buying the DVD in a Bargain Bin due to the impressive amount of features listed on the cover, I popped it in the DVD player and everything looked good. Nice animated menus and a whole lot of extra features...but when I played the movie itself, what a let down. It is the worst thing I have ever seen and I have seen some bad movies in my time. The comment that praises the movie here at IMDB is actually from the people who made the film. So Don't Believe It unless you like to waste your cash!",0,The 13th Sign (2000),E,0
"Man, what an awful film. As with many terrible films, the structure of its awfulness lies in the script. This is such a pathetic attempt at a psychological thriller that it gives the entire genre a bad name. Okay, here's one major problem: Sandra Bullock's character is abducted by Jeff Bridges in his car at a busy convenience store in broad daylight. Somehow, her boyfriend Kiefer Sutherland doesn't find a single witness to this act and subsequently spends most of the movie completely clueless as to her whereabouts. Come on! Personally, I find this completely insulting to even the dimmest of audience members. Yet we are forced to buy into this nonsense. Of equal frustration is the poorly explained motive for Jeff Bridges's actions. His character is a bit of an eccentric academic, to be sure, but far from the sociopath who would do these things. He goes through about ten minutes, give or take, spilling his beans to Sutherland as to why he has performed his cruel actions. But the explanation itself lacks even the most elementary sense of logic. Therefore, no intelligent audience member can really believe in the possibility of his evil. And if you subtract that element from the story, the entire thing falls apart. Also of major concern: -Jeff Bridges using a weird, pseudo-French accent for no reason. -The entire boring subplot involving Nancy Travis, most especially her saving the day by turning the tables on Bridges. -The crazy woman who somehow manages to remember Jeff Bridges' license plate number despite also thinking that the Lucky Charms leprechaun is real. -Sandra Bullock's character's name, Diane Shaver, conveniently re-scrambles to form the word ""vanished"". Are you friggin' kidding me?? -The logistical impossibility of drugging, abducting, and burying (in a very remote location) a human being within the span of forty minutes (as Bridges specifically alludes to). This is a movie that made me remember the fictional, impossibly stupid (yet very successful) Donald Kaufman character in Adaptation. Many screenwriters are brilliant, inspired artists. Some are just bozos who convince the nitwits running the studios to make their drivel. This particular script is so stunningly dimwitted that Donald Kaufman himself would have managed to sell it. Unfortunately for all of us in the real world, Todd Graff actually did.",0,The Vanishing (1993),E,0
this movie gets a 10 because there is a lot of gore in it.who cares about the plot or the acting.this is an Italian horror movie people so you know you can't expect much from the acting or the plot.everybody knows fulci took footage from other movies and added it to this one.since i never seen any of the movies that he took footage from it didn't matter to me.the Italian godfather of gore out done himself with this movie.this is one of the goriest Italian movies you will ever see.no gore hound should be without this movie in their horror movie collection.buy this movie no matter what it is a horehounds dream come true.,1,A Cat in the Brain (1990),E,0
"Jäniksen vuosi is one of Jarva's most political movies. It takes stance strongly against modern day society's authority status in the life of the common man, and how it has estranged men from the nature completely. It challenges the whole concept of freedom and wealth in our welfare society. Vatanen (Antti Litja) - smothered buy the concrete jungle with all its rules and regulations - tries to rattle the chains of the society by escaping it all in to the wilderness of northern Finland - only to realize that the concept of a 'free country' isn't all that unambiguous, in other words, the society has the common man by the balls. Still the thing that makes Jäniksen vuosi so exceptional - besides the visual and humouristic brilliance - is how it seems to illustrate the whole political atmosphere in Finland in the 70's, as well as the whole identity of Finland as a nation. Vatanen is like an archetype of a classical finn in his solitudeness and social distantness. Since nature has always played such an important role in the national identity of us Finns, the whole idea of that being slowly taken away by the modern society makes Jäniksen vuosi emotionally exceptionally moving.",1,The Year of the Hare (1977),E,0
"The numbers don't lie, 109 people have voted for this film. That says a great deal about the standing of one of the most intuitively insightful comedians of the late 20th century. And for those of you who know the work of Bill Hicks, if he were alive today, imagine what he would have to say about the boy president from his home state? That his short career remains unrecognized is a sad situation and this film, or rather these two films explain why. First, you see how his talent was obvious from the start, again and again, those who knew Bill Hicks always say he was not only funny, he was also unique. The film also shows how the quality of his material was too challenging for many in the entertainment industry. His drinking also contributed to his career problems, but that is less evident in this film. And then the second film is a complete performance. If you have never seen or heard Bill Hicks, this is a wonderful introduction to the person and his dark but intelligent humor. Especially due to the fact that the topics are now almost 14 years old, yet remain ironically up to date is underlined by the fact that many of the events took place under the first President Bush. Watching them together - first the biography and then the performance - makes you aware of how greatly talented this young man was, how quickly his life passed and how the American media can sometimes act as the great big homogenizer. Let's make sure nothing is too provocative, nothing will be too interesting And the result? Well, as the man himself said, go to sleep America, your government is in control........... In his lifetime, at least in Great Britian this artist was recognized for his talent and was successful there. 11 years after his death, 109 people at IMDb can say something about the film. After you've seen them both, I hope you understand why more people should be listening to Bill Hicks.",1,Totally Bill Hicks (1998),E,0
"It's Bad for Ya really showcases more of George Carlin's talents. He really is still as sharp as a tack. It is a shame that we lost him this past year, but his comedy will forever live on. This stand-up special is literally one of the funniest I have ever heard a comedian perform. Even though he is making fun of small children, it just makes you laugh the way he says some of the stuff. It is true that Carlin can literally make something that seems unfunny and turn it into one of the funniest things you have ever and will ever hear. I really enjoyed this stand-up particularly from Carlin and recommend that those that liked this check out more of George Carlin's stand-up.",1,George Carlin... It's Bad for Ya! (2008),E,0
"Supposedly a ""social commentary"" on racism and prison conditions in the rural South of the 1970's, ""Nightmare"" is full of bad Southern stereotypes, complete with phoney accents. Not only would it be offensive to the sensibilities of most American Southerners, this tawdry piece of work comes off as just a thinly-disguised ""babe in prison"" movie--especially in its uncut original version. Nevertheless, acting is generally above average and the late Chuck Connors, in particular, does a good job of making viewers hate him--even though he looks somewhat uncomfortable in several scenes. There's also a change-of-pace role for the late Robert Reed, who appears as the lecherous warden, and Tina Louise (previously Ginger of ""Gilligan's Island"") made a rather believable sadistic prison guard. My grade: D.",0,Nightmare in Badham County (1976),E,0
"So it's a space movie. But it's low budget. You ask, ""what about the effects?"" The effects are at times good, and at times really, really bad. I mean bad. And notice I started with the effects. There's a story here, but it's told in what I think is the wrong order. I don't mean a Tarantino style wrong order. I mean, it's told in a completely nonsensical arrangement. Most of it's about a mother (in the future, because you know, it's sci-fi) as told by her daughter, which is mostly exposition done in narrative from the daughter's perspective. Only once you're through the first hour and hear Paul Darrow's voice as a computer do you realize how much more tolerable the constant narrative would have been if he'd read it. This narrative is so constant and inclusive, that the actors on screen hardly say a word for the first hour. There's also a lesson here for you up and coming filmmakers: if you're not doing 2001 and want to have some action (this one does), then PLEASE hire a good fight choreographer. Otherwise, your fights will look like, well, what's in BATTLESPACE. And notice the title has the word ""battle"" in it. Ugh. I think this might be the classic scenario of trying to make a movie based on nothing more than a concept. And some effects. My biggest surprise is seeing the IMDb listing this film as costing $1.8 million. When you compare it to something like PRIMER, which did better with a budget of a few thousand, you realize in low budget film-making, it's all about the story. I wasn't expecting much - but I was STILL disappointed. Two out of ten stars.",0,Battlespace (2006),E,0
"As a long-time fan of all the Star Trek series,I found this a disappointing episode, and I wonder if the liberal use of ""flashbacks"" featuring Will Riker's exploits, both positive (and largely romantic) and negative (lots of pain, and a crewmate's death)was a money-saving device, as were many of their ""bottle shows"" (episodes in which all scenes take place on the Enterprise). Diana Muldaur(who also appeared at least twice on the original series) deserved a better final appearance than this for her character, Dr. Kate Pulaski. Loyal viewers (in the Star Trek world, is there any other kind?) also were shortchanged. This was the last episode of second season; thus, the season ended ""not with a bang"" but with ""a whimper.""",0,Shades of Gray (1989),E,0
"The characters are annoying, immature, and flaky....Madison being the most annoying of all. OOH...a cold spot! Such a dire threat! Any ghost in that house would have fled in self-defense! To make a long story short, this movie is boring. Seeing a chair flying across a room may be creepy, but that's about as intriguing as it gets. I watched it once and when one of my kids wanted to watch it again, I was tempted to take a baseball bat to the TV set rather than watch this rubbish again. If you want a good horror movie or even a passable comedy, this isn't it! The only good part of the whole thing was ""the roach scene"" and, by the end of the movie, you ended up feeling sorry for the roach!",0,The St. Francisville Experiment (2000),E,0
"Some of the posters seem less than gruntled because this is neither Mark Twain nor Rodgers and Hart but clearly it doesn't pretend to be either. You'll look a long time to find a greater Rodgers and Hart fan than me but Burke and Van Heusen weren't exactly chopped liver in addition to which they knew Der Bingle inside out and tailored some great songs - But Beautiful, Moonlight Becomes You, It's Always You, The Day After Forever, etc - to fit his highly personal style and here they come up with yet another fine - and unfairly neglected - ballad, Once And For Always, plus a couple of upbeat philosophy-lite entries in If You Stub Your Toe On The Moon and Busy Doing Nothing. The flimsy plot isn't meant to be taken seriously - why else make Merlin a heavy when in most, if not all, of the other versions he is more a friend/mentor to Arthur - so if you start wondering aloud why Sir Lancelot who has been sold to historians as the epitome of chivalry and uprightness metamorphoses into a schoolyard bully you're not going to get much fun out of what is essentially a fun movie. On balance it does what it sets out to do, entertain, so good luck to it.",1,A Connecticut Yankee in King Arthur's Court (1949),E,0
"This little-appreciated movie is one of my favorites. I can watch it over and over. Dreyfus and Braga are masterful, but Raul Julia steals the show! A tongue-in-cheek, menacingly humorous Gomez Addams, with just the right tone for this irreverent spoof of this oft-told story. Generally untrumpeted and unappreciated, Moon Over Parador allows you to check out of reality and join the fun going on up on the screen. Two thumbs up!",1,Moon Over Parador (1988),E,0
"Anything Park Chan-wook creates is guaranteed to be unique, brilliant, and very twisted at a minimum. Well, anything that isn't I'm a Cyborg at least. Park's newest film titled Thirst is a vampire romance-erotic-thriller-dark comedy-drama  yes, that is a lot of adjectives  inspired by the 19th century French novel by Emile Zola titled Therese Raquin. Park creates a uniquely Korean, and uniquely Park, vision of the vampire mythos and asks the audience to explore the dilemma of a Catholic priest discovering himself having a thirst for blood and the moral and spiritual crisis that would develop. Park delivers on the elements you would hope but definitely falls short of masterpiece quality like Oldboy or even that of Lady Vengeance. Heavily bloated with a narrative that often loses itself much less the audience, Thirst desperately needed another trip through the cutting room. It crawls when it should be running but luckily brings it back home before losing the audience completely. As negative as it may sound the positives definitely outweigh the negatives and another volume has without a doubt been added to the dark and twisted Zeitgeist of Park Chan-wook film. Check out the rest of our review at www.thefilmstage.com",1,Thirst (2009),E,0
"I've seen the previews everywhere before deciding to watch it. And what do you know, I actually liked it! It has a new twist of the 18th century england. Although the music in the dance scene were obviously modernized and also the colors of Liv Tyler's clothers (although it IS pretty!), it fit quite perfectly. If you just want a good time, you should check this out. Very different from other 18th century detailed films.",1,Plunkett & Macleane (1999),E,0
There are about ten minutes about half way through Strangeland when one suddenly sees the glimmer of an interesting idea. Themes of revenge and rehabilitation come into focus during Robert Englund's brief screen time. Sadly Strangeland then resumes its course as a thoroughly predictable and boring slasher film.,0,Strangeland (1998),E,0
"I went on a visit to one of my relatives a while back, and we popped by a theatre, so we'd thought we'd go in and give this film a go. What a mistake! This film is awful in every department. I'd never heard of the film before, and literally everyone still hasn't. No wonder, this is as rank as it gets. It's a comedy, so it says, well the only thing funny is the ability, or lack of it, of the director to make such a film. Getting so close to Christmas, this should be titled how to under-cook a turkey in nearly one and a half hours - or however long it was, as I walked out. At the end of the film, you'll come out feeling as though you've been food poisoned on a sick turkey, and regret you wasted your time on such dribble. Who knows why such things get made. Some people had walked out from the theatre before the film was well over, and I blame myself for not walking out a lot earlier. It really annoys me that you pay good money to see something decent, and all that you come out and see is a poor TV movie that should be showed at 2 o'clock in the morning, in fact, it's that bad, day time TV shouldn't be showing it. What else can a say...probably not enough bad words could do it justice.",0,Domestic Import (2006),E,0
