review,label,movie,group,famous
There is so much of worth in this movie that it is hard to know where to begin with praise. Let me begin by expressing my admiration for a perfect portrayal by Reese Witherspoon. That her performance stands out in the excellent cast is praise indeed. Robert Mulligan has seldom disappointed those of us who have admired his work. Every frame of The Man in the Moon is evidence of film making at its best.,1,The Man in the Moon (1991),D,0
"I used to be an avid viewer until I personally spent long cold hours helping build a home for the White Family, only to be sickened to see the house a year later. All of the beautiful rock landscaping has been removed, the gorgeous rock sidewalk and front fountain have been removed, all the pine trees and pecan trees in the front have been cut down, sprinkler system has been ripped out. It now looks like a disaster area. They don't even live there any more... they live ""in town"" and come out only for the weekend. It sickens me to think of all the hours that the great people of Oklahoma donated to these people and to see the result. The story that we all saw on TV wasn't completely the truth... don't believe every thing you see and hear.",0,Extreme Makeover: Home Edition (2003),D,0
"Oz is by far the best show ever to grace television. Better than The Sopranos, yes, ER, yes, CSI, absolutely. Uncompromising, daring, and utterly disturbing yet profoundly moving. Oz took us past any image of prison that anyone had ever conjured up on television. Tom Fontana truly did a brilliant job with the writing. No topic is taboo. Rape, drugs, murder. Oz is evidence of just how good TV can be. It follows characters of all different backgrounds and all different races, but always comes back to your everyman Tobias Beecher, in jail for vehicular manslaughter. We see what we don't want to see, pain, death, mayhem. Oz will disturb you, make you cringe, make you look away, but most of all it will make you think. To see Oz is to see a truly magnificent television production",1,Oz (1997),D,0
Nicole Kidman is a wonderful actress and here she's great. I really liked Ben Chaplin in The Thin Red Line and he is very good here too. This is not Great Cinema but I was most entertained. Given most films these days this is High Praise indeed.,1,Birthday Girl (2001),D,0
"I saw the film at the Belgrade Film Festival last week, and I'm still working off the trauma. Essentially my view seems to match a number of others - the first half hour was fresh, sharp, deep, entertaining and promising. Well acted too. Natural. My problem, however, is not simply with the fact that the final hour and a half of the film have nothing to do with the likable beginning, nor the fact that I spent most of this time convulsing in agony at sharp, grating industrial sounds and squinting at drunken, toothless, bread-chewing hags. It's rather with the fact that THEY NEVER WARNED ME!!! The festival brochure synopsis described only the (utterly intriguing-sounding) first half hour - a whore, piano tuner and meat seller chat in a bar, pretending to be an advertising agent, genetic engineer, and petty government administration official, respectively - making no mention whatsoever of the never-ending gum-smacking to come. Serves me right for not reading the reviews, you might say - but to my defense, a number of reviews I looked at post-fact um didn't at all stress the immensity and utter unbearableness of the greater part of the film. The first hint should have been the introductory words by the director (a bashful, tousle-haired Russian youth) who stepped in front of the crammed auditorium (the film seems to be doing incredibly well critically, and tickets were sold out well in advance of the screening, though most of the audience seemed as unaware as I was of the pain to come, judging by the plethora of unearthly moans and groans that utterly permeated the theatre during the last half hour, and many exasperated comments on exit) to say the following: 'Well, I... um, thank you very much for coming to see this film, and I just wanted to say... well, it's a very long film... it took me four years to make it, and... it's.. I suggest that you see it and immediately try to forget about it. It is very long. Thank you for coming.' This is what he said. Alarm bells should have been ringing. 'What's he talking about?' I thought in happy confusion. 'This is gonna be fun!' Of course, by the time his strangely apologetic comments started making sense to me, it was far too late to get out. All I could do is writhe in increasing agony until the lights came on again. And in the end I can't say I feel in any way improved by the experience. Yes, I absolutely loved the first half hour. It was intelligent, new, and had a lot to say. And yes, Russia is probably in a bad state. Yes, every society has many hidden faces. Yes, toothless life in barren wastelands is probably unimaginably hard. Yes yes yes. I get all of this. Really I do. But I see no earthly reason why art and meaning should be so agonisingly drawn out, and so painful to bear. If you want to see a film land somewhere between the extremes of glitzy Hollywood plastic fantastic and hours of muddy vodka swigging, try the Korean-Chinese Bin Jip (3-Iron). It's artsy and surprising, but also to-the-point and fun.",0,4 (2004),D,0
"The Regard of Flight, written and performed by Bill Irwin, is a true classic theatre piece which translated quite well to the small screen. Full of quick and sparkling dialog and some of the best physical comedy of the decade, it is head and shoulders above 99% of ""Comedy"" as it is presented today. I am sure it will one day take its rightful place with such great shows as ""The Fantastiks"", and ""Waiting for Godot."" Why it isn't available on DVD yet is a mystery and a tragedy.",1,The Regard of Flight (1983),D,0
"This film has got several key flaws. The first and most significant of which is the clear lack of a good plot! This sadly makes the film not only difficult to watch but also sends the watcher certain feelings of hopelessness, as if he or she is wasting valuable time of their short life. This means that the film cannot captivate it's audience, instead it encourages the viewing public to grow contempt for the film and everything associated with it! In short, it really is very very very very very very very BAD! Do yourself a favour and chew on a large rubber shoe, you'll find it far more interesting and enjoyable than watching Terminator Woman.",0,Terminator Woman (1993),D,0
"Gamera vs Viras was made lazily and much of it suffers as a result. Space Aliens try to take over Earth and are stopped by Gamera. So they send another ship that manages to kidnap two young boys. The aliens then take control of Gamera and get him to attack mankind. First of all I must say that I really enjoyed the monster fight at the end between Gamera and Viras. Viras looks like a big squid with a beak. He has no energy weopons and does not shoot any rays out but he can close the apendages on top of his head to make a sharp pointy weopon. SO overall this is not a bad monster for Gamera to fight and is decent. Viras really injures Gamera badly by stabbing his underside of his shell with his pointy head and I am surprised Gamera was able to survive this. Unfortunately Gamera vs Viras decided to use footage from previous Gamera films to fill time for this film. They re show the battles between Gamera and Barugon and Gamera and Gaos when the aliens look at Gameras past battles. However when they show Gamera's battles with Gaos they show the battle between Gamera and Gaos in the city first, then they show the final battle between the two. After they show re used footage of the final battle between Gamera and Gaos they show the FIRST battle between Gamera and Gaos!!! Talk about showing the battles in non chronological order. THey did not even need to show the first battle they should have just stopped after they showed the final battle between the two. Another issue is that they decide to re show footage of Gamera attacking cities when the aliens order him to attack Tokyo. So they show the scene from ""Gamera vs Barugon"" where he destroys the Dam. After the show scenes from ""Gamera The Invincible"" which is a huge issue for me. Mainly due to the fact that ""Gamera The Invincible"" was in BLACK AND WHITE!!!! Using stock footage from a black and white film in a COLOR film is really lazy and that is not a good thing. Also the dubbing is bad once again. The two little kids are not that annoying but it would be nice to see a Gamera film that did not involve little kids. So the over use of footage from other Gamera Films is a deterrant to this film. The final fight is awesome so basically I recommend skipping to the final ten minutes and watching this film. The rest is something that has already been seen before.",0,Gamera vs. Viras (1968),D,0
"A seemingly endless movie that really deserves a zero rating. The premise seems simple enough: Yentl, a girl interested in studying the Talmud, wants to go to school. But only boys are allowed to study, so after her father's death she decides to disguise herself as a boy to get in. She does and becomes close friends with Avigdor, who is to be married to a beautiful woman named Hadass. Hadass' family learns Avigdor's brother committed suicide, and the wedding is called off. Yentl, now calling herself Anschel, is then selected to marry Hadass. She does but it is never consummated. Yentl/Anschel and Avigdor go away for a few days, and Yentl/Anschel reveals her secret to him. The movie ends with Avigdor returning to (and marrying?) Hadass, and Yentl going to America to continue her studies although she will have to continue to do so in disguise. The plot above seems interesting at first for a movie over 2 hours long, but there are several things that ruin it. For starters, there is the constant SINGING. (I can already hear the critics shouting.) Yes, I know this is a musical so there are supposed to be lots of songs and dance numbers. But the movie could have been improved if it were directed and played without them. The songs become tedious after a while, and there isn't as much dancing as one would expect. Many of the songs are forgettable, with no real memorable lyrics, and those with any significance could easily have been substituted by a voice-over. Only one song stands out from the rest, ""Papa Can You Hear Me"". It is obvious that most of the others were deliberately placed so Streisand could simply have a reason to show off her vocal abilities every five to ten minutes. Chances are anyone who will see this film will already know what a superb singer and actress she is, so the songs really aren't necessary. Second, Streisand's makeup, which can be seen during her scenes as a man (the lipstick, enhanced lashes, and traces of blush are all obvious) makes it hard for the audience to believe in the Yentl/Anschel character, that she is actually serious, and fooling her new friends, colleagues, and even Hadass, into believing she is a man. Yet we are asked and expected to believe that very thing. There seems to be a contradiction, as her character talks, or rather sings, of how she doesn't think she can pull it off, but is surprised that everyone seems to be fooled because she is wearing men's clothing. This means that we are then expected to believe the other characters are so naive they can't see the other differences, such as her actions, which are clear giveaways. The facial differences alone cannot be included, as other characters in the film mention that some of their male relatives or friends didn't have a beard or other facial hair. Nevertheless, in the 1900s, if a woman dressed as a man, but wore as much makeup as Streisand's character did, and still tried to pass herself off as a man solely because she wore men's clothing, it would have been deemed unacceptable and caused an outrage. Chances are she would probably be forced to leave the town, or even the country. Therefore the ""feminine"" makeup on Streisand does not lend to the character's credibility, and only weakens the plot. If it was only applied to make Streisand look more beautiful, it should have been scrapped. Thirdly, when Yentl/Anschel herself reveals who she truly is toward the end, we are then asked to believe that the other characters are not as smart as Streisand's and only when they learn the ""truth"" do they become a little wiser. By now it becomes more and more apparent that the whole plot is so far fetched that it is nothing more than a custom-made vehicle for Streisand to fuel. Lastly, there are those who are fans of Streisand who will find no fault with this film, its plot, or the songs. To those I must respectfully disagree. While she has excellent vocal and acting abilities, I am not a ""fan"" of her style of singing. However, I have enjoyed many of her other features including musicals. There are even some songs of hers that I like, so I am not a ""hater"" nor have set out to bash her. I have written this review from an honest perspective, from someone who has tried their best to watch this movie - several times even - and has noted the problems within. If Streisand was interested in creating a great or even believable film, she could have done so here by not injecting her need to show off and prove how talented, beautiful and smart she is at nearly every turn. This movie does nothing more than hurt her abilities, make her appear self-absorbed, and thus turn the film into a laugh-fest unworthy of her fans or audience.",0,Yentl (1983),D,0
"Wrapped in gorgeous English country backgrounds, Emma is a delicious confection to be relished for dreamy getaways. Emma (Gwyneth Paltrow) is a graceful, intelligent young woman who has just married off her governess--and confidant--to a marriage which Emma takes the credit in matchmaking. Eager to use her talent in arranging things for the people around her, she decides to match the vicar, Mr. Elton (Alan Cummings) with her pretty young friend, Harriet (Toni Collette). The result is a series of mixed signals and mistaken interpretations that end up sorting themselves out, with Emma learning that she did not have as much control over events as she thought. The film is full of Jane Austen's witty and wry characterizations. Gwyneth Paltrow is at her best, portraying this maiden of a restrained, polite society with wit and ease. Her growing romance with the unparalleled Mr. Knightley (Jeremy Northam) is the heart of this film. Mr. Knightley is one of the greatest romantic leading men in films. He is incredibly handsome, in a modest, relaxed way that is irresistible. He is certainly well-matched to Gwyneth Paltrow. Their charming friendship that began when he was 16 and she was an infant, has blossomed as he, a family friend, matches wits with her in an older brotherly fashion that grows into something more. With a wry look or understated jab at Emma, Northam's Knightley is a delight to watch. Other wonderful characterizations include the comic Juliet Stevenson, Greta Scacchi, Ewan McGregor, Polly Walker, and the talkative spinster, Miss Bates, who is very funny. Seeming shorter and more flowing than most Jane Austin adaptations, Emma has comic rhythm that promises true enjoyment.",1,Emma (1996),D,0
"It's always a pleasure to see characters in a movie who are wholly good-hearted and well-intentioned, even when they're surrounded by those who are neither. The film's moderately silly premise is that the conservative, religious Franklin family (mother, father, teen boy and girl) are involved in an accident wherein the parents and brother have a near-death experience during which they meet Jesus, a pleasant but somewhat exasperated soul who removes from them the burden of 'original sin.' When they return to their lives, many of their views and attitudes have changed, much to the consternation of the daughter, who didn't share the experience. The religious side is, I think, presented with a good balance, from the good (Jesus) to the starkly awful (those of his 'followers' who are obsessed with the sins of others and utterly oblivious to their own). It's a movie to make you think, give you a few good laughs along the way, and leave you with the pleasant feeling that the world just might be a nicer place than you think it is.",1,Forgiving the Franklins (2006),D,0
"I've seen a slew of ""80s rocker horrors"" over the years, from rubbish like ""Terror on Tour"" to ridiculously fun gems like ""Slumber Party Massacre 2."" Somehow I managed to keep putting this one off, which is strange because it's probably the most popular and well received one. Well, I finally caught up with it and it's easily the best of this mostly awful (but almost always endearing!) subgenre. The plot (which was pretty much lifted in the film ""Black Roses"") concerns a mulleted misfit named Eddie, whose ridiculed by all in his high school for his taste in music. He loves 80s metal, especially his idol Sammi Curr (played by the late great Tony Fields.) After Sammi is killed, Eddie favorite radio DJ gives him Sammi's final recording. Once Eddie plays the record backwards, he discovers he's a bit tougher, and bad things start happening to those who taunt him. Is Sammi's music possessed? ""Trick or Treat"" is well-made and a total hoot. The special effects are awesome, even though it does feature the typical 80s laser beams. I grew up in the 80s, and while I wasn't a fan of heavy metal, I do remember the urban legend about playing a record backwards hearing the sounds of Satan worshipping. Haha! I also remember being told by my older siblings and neighbors that both KISS and Ozzy worshipped Satan, so it's very amusing to see them both make cameos as a harmless radio DJ and a anti-rock priest. If only I had seen this film as a kid! While the film seems to poke fun at the popular connection in the 80s between alleged devil worship and heavy metal, the viewer never really finds out why Sammi Curr is back from the dead creating havoc and killing whoever gets in his way. This is movie's weakest point, but if you can overlook that, it's loads of fun.",1,Trick or Treat (1986),D,0
"there is no suspense in this serial! When one episode ends the acting is so shoddy, the effects are so poor and the script is so awful that the last thing on your mind is how Batman and Robin will save the day. No, in fact, the last thing on your mind is watching the next episode! This show is so boring that I can't see how it ever got made, let alone released on DVD! Obviously the effects are not up to par with contemporary Batman films, but even the script is awful. An incoherent babbling mess about some evil professor and a ray gun or something like that, I am not quite sure, because it is too awful to follow. Watch the 60s version, or the 90's versions, or even Batman Begins, just anything over this version!",0,Batman and Robin (1949),D,0
"Cunningly interesting Western from a director who had few peers in the genre. Much like other Anthony Mann pictures, The Far Country blends a potent pot boiling story with an adroit knowing of impacting scenery. Both of which play out amongst some of Mann's peccadilloes like honour, integrity, betrayal and of course, death! The story sees fortune hunting partners Jeff Webster {James Stewart} and Ben Tatum {Walter Brennan} travel to Oregon Territory with a herd of cattle. Aware of the blossoming gold-boom, they plan to make a tidy profit selling the cattle in a Klondike town. Arriving in Skagway they find self-appointed judge Mr. Gannon {John McIntire} ready to meet out justice to Webster on account of Webster having fractured the law, all be it with honest cause, along the way. In punishment Gannon takes the partners herd from them, but they steal them back and head across the Canadian border to Dawson-with Gannon and his men in hot pursuit. Here beautiful women and a meek and lawless town will fill out the destinies of all involved. Interesting from start to finish, The Far Country benefits greatly from James Stewart's bubbling {anti} hero in waiting portrayal and Mann's slick direction of the tight Borden Chase script. The cinematography from William H. Daniels is superlative, tho not done any favours by current DVD prints, and the film has a few surprises and a ""will he wont he?"" core reeling the viewers in. Paying dividends on re-watches for hardened genre fans, it still remains something of an essential viewing for first timers venturing into the wonderful, yet dark, Western world of Anthony Mann and James Stewart. 8/10",1,The Far Country (1954),D,0
"Steely, powerful gangster supreme Frankie Diomede (the always terrific Lee Van Cleef in fine rugged form) has himself arrested and sent to prison so he can rub out a traitorous partner sans detection. Fawning goofball small-time hood and wiseguy wannabe Tony Breda (an amiable portrayal by Tony Lo Bianco) gets busted as well. Frank and Tony form an unlikely friendship behind bars. Tony helps Frank break out of the joint and assists him on his quest to exact revenge on a rival group of mobsters lead by the ruthless Louis Annunziata (smoothly played by Jean Rochefort). Director Michele Lupo, working from an absorbing script by Sergio Donati and Luciano Vincenzoni, relates the neat story at a constant brisk pace, sustains a suitably gritty, but occasionally lighthearted tone throughout, and stages the rousing action set pieces with considerable rip-snorting brio (a rough'n'tumble jailhouse shower brawl and a protracted mondo destructo car chase rate as the definite thrilling highlights). Van Cleef and Lo Bianco display a nice, loose and engaging on-screen chemistry; the relationship between their characters is alternately funny and touching. The ravishing Edwige Fenech alas isn't given much to do as Tony's whiny girlfriend Orchidea, but at least gets to bare her insanely gorgeous and voluptuous body in a much-appreciated gratuitous nude shower scene. Riz Ortolani's groovy, pulsating, syncopated funk/jazz score certainly hits the soulfully swingin' spot. The polished cinematography by Joe D'Amato and Aldo Tonti is likewise impressive. A really nifty and entertaining little winner.",1,IMDb tt0074493,D,0
"Richard Farnsworth is one of my favorite actors. He usually gives solid performances, such as in The Straight Story, and The Grey Fox. He also does fairly well here, but the rest of the film suffers from a low budget, poor writing, and so-so photography. The Miller-Movie formula gives it a 4. Richard gets a 5.",0,Space Rage (1985),D,0
"Loved it but still have nightmares over the hotel manager.The movie, was presented well, with the choice of actors carrying their roles to reality of the writing. Many scenes gripped the imagination and created a nail biter. The progression of situations were cleverly written,making me believe the story was headed one way only to find a new twist on what I thought might be the obvious. Too bad there have to be commercials.I have told many friends to watch for further showings and I of course will view again.I enjoyed the scenery of the film and felt this added to the plots and intrigue. Husband and wife heated discussions(or should I say fights?) were very realistic.The initial situation is a common one but the escalation into the story presented fortunately is not.I want to thank all who were involved in this great entertainment film. Thank you! Looking forward to the next films---when? Whidbey",1,Night of Terror (2006),D,0
"This movie pops up now and again on the ABC in Australia at about 3 am in the morning. It starts off with the scene of a bus crash in London. The films has got flashbacks of each character as the film progresses, plus the lapsed photography of Big Ben winding back, to symbolise what events occurred thirteen hours ago, up until the bus crash. It took me a while to understand it, but it was enjoyable nonetheless. If Sean Cunningham and Quentin Tarrantino got together and made a film, this may be the result - due to the flashbacks and small stories tying in, and deaths. I am unsure of the main characters, as it has been a while since I have seen it, but a rare gem indeed.",1,IMDb tt0025956,D,0
"If you make a suspense movie it is kind of important that the ""villain"" not be more sympathetic than the ""victim"". And this fails miserably. It was so terrible and frustrating to watch that I was actually moved to register and comment. OK, so the husband is rich and cocky. There are worse vices, and the cabana boy and wife display plenty. The husband is a jerk because he - um, didn't approve of the cabana boy physically assaulting that woman - the witch one which had absolutely nothing to do with the plot BTW. The cabana boy threatens the husband and repeatedly attempts to seduce the wife. He then forces himself on her - which the woman finds so hot she stops thinking rape and starts thinking she wants him. Uh huh. The misogynistic, inferiority complex thoughts the director displays are just revolting. It is one thing when a fine film like American Psycho deliberately tries to get us to empathise with the villain but in Survival Island I felt like I was watching a movie about Ted Bundy but the director failed to make him unlikeable and instead made us hate his victims. What was he thinking???",0,Survival Island (2005),D,0
"To say I wasn't expecting much sitting down to watch ""The Couch Trip"" is an understatement. I had no idea what it was about - I thought it was going to be a journey into the realm of sexuality when I heard Chevy Chase played a condom man and the movie's title involves the word ""couch trip,"" *wink, wink.* Then I figured out that it had something to do with a mental institute and a patient escaping. My expectations dropped even lower. I was literally expecting a grin movie - the type where you grin once and walk out feeling a bit cheated. And in a way, this is cheap comedy - it doesn't have the greatest gags, the plot is ludicrous, but you know what? I had a big dumb smile on my face the entire time I was watching it. Dan Aykroyd plays John Burns, a patient at a mental hospital who may or may not actually be mental. He gives the psychiatrist, Lawrence Baird (David Clennon), plenty of grief and misery, which leads us to believe he is a sane person after all. Following a little bit of a riot in the mental institute's cafeteria, Burns is awaiting a tongue-lashing from Baird in his office when the phone rings. Burns picks it up, pretends to be Baird, and finds out the caller on the other line, Harvey Michaels (Richard Romanus), wants the real Dr. Baird to come fill in for a radio shrink named George Maitlin (Charles Grodin), who is taking a vacation with his wife, Vera (Mary Gross). Michaels wants Baird so bad he has even booked him a ticket on an airplane. Burns escapes the institute with the help of a receptionist, and drives to O'Hare. He gets Dr. Baird's ticket, gets on the plane, and eventually poses on the air as Dr. Baird. His show is a phenomenal success. ""People love him!"" one man says, and the other man replies, ""It's because he actually cares about them."" Donald Becker (the late, great Walter Matthau) is an ex-mental patient who recognizes Burns' clothes to be confinement-issued pants and shirts. To keep him quiet, Burns promises Becker a percentage of his income. The secret is kept closed. Meanwhile, Maitlin and his wife get in an argument. He flies home to end his vacation short and realizes that the man on his talk show is not, in fact, Dr. Baird after all, but no one believes him. He gets the real Dr. Baird, but unfortunately he has lost his ID so the police take them as nutcases and don't listen to their story. Let me name just a few of the plot holes I noticed while watching this film: Burns poses as Dr. Baird, but is never asked for his ID, even when claiming his plane ticket (he was robbed, he says, but they would still make sure he is Baird). If Burns becomes so very famous, how come the real Dr. Baird in Chicago never heard people talking about him? Word travels. And finally, why would the police ever arrest Maitlin and Baird (the real Baird, that is) without following up on their stories? To be frankly honest, I couldn't care less. I went into this movie with a closed mind and it surprised me - I really liked it. It entertained me. Its ideas are essentially ludicrous and not at all realistic, but Dan Aykroyd gives a truly spirited performance as a half-a-loon that makes ""The Couch Trip"" a trip worth taking. 3.5/5 stars - John Ulmer",1,The Couch Trip (1988),D,0
"Having discovered the Ring trilogy, I have been greedily gobbling up all those other Japanese and Korean films that are either on or following the bandwagon. I don't have an easy definition of horror, but this film certainly pushed some of my buttons, even though I can't claim that the film makes a lot of sense. I'm squeamish so there were several points in the film when I just didn't want to watch what was happening on screen. The film unnerved me so I became apprehensive of seeing things that I thought I was going to see. It's an imaginative film offering a great deal visually. It also provides food for thought. And plenty of material to argue about when the film is over. The characters are well-defined to say the least. Could they make films like this in the West? So it doesn't make sense in the end, but when one has an appetite for the occult, the supernatural, the bizarre, the otherworldly, then no film is going to deliver a final all-explaining pay-off.",1,Uzumaki (2000),D,0
"I've read the book 'Scarlett' and was expecting a good movie the first time I saw it. I'm afraid to say that I was disappointed. The movie did not follow the book and made many changes that I did not like. One of the changes that I did not like the way that Lord Fenton was portrayed. It made no sense to make him out to be a bad man. The way that things ended between Lord Fenton and Scarlett was a lot different and their whole relationship was too intimate. There was also a lot less confrontation between Scarlett and Rhett in the movie than was originally written in the book. The movie sent the two in two completely opposite ways and they did not seem to cross paths often enough to make it seem like there still could be love between the two. A fine movie, but I believe that it certainly could've been better than it was, had it more true to Alexandra Rippley's book.",0,IMDb tt0117559,D,0
"The opening of MORTE A VENEZIA resembles a Duran Duran music video with classical music and this is the highlight of the movie "" In terms of what Theo ? "" In terms of everything , but especially excitement . I doubt if there's ever been a more sluggish slower moving movie than this one . Yeah okay it's a European art house movie so I wasn't expecting Charles Bronson to massacre hordes of bad guys but even so I did expect some substance if not an actual plot The film revolves around Professor Gustav Von Aschenbach visiting Venice . Gustav visits Venice and goes on a gondola , Gustav eats in an expensive restaurant , Gustav looks out of his hotel window and if it's excitement you want Gustav has a flashback Bad enough if this was the entire movie but it gets worse because Gustav notices a pretty boy teenager . So you've got a middle aged academic lusting after some teenage boy he has seen , some old queen is becoming obsessed with a stranger . Great idea for a movie ? I don't think so either and thank gawd it remained a yawn fest instead of some sleazy precursor to gay porn I notice a lot of people who praise this movie have tried to intellectualise it . I can only be monosyllabic and unpretentious in my view and say that the only subtext I could relate to was the physical and emotional disintegration of Gustav but it wasn't caused by the effete beauty of the teenage boy - It was caused by watching such a boring and ostentatious movie",0,Death in Venice (1971),D,0
"I finally received my DVD today, viewed it and I'm pleased to announce this is the original theatrical version of the film. As you may have read in previous reviews of ""Rich and Famous"" that the edited for TV version of the film that somehow made it onto VHS sometime in the late 90's but, now WB has corrected the error and released it on DVD complete with the airplane restroom scene, Matt Lattanzi's bare butt, and the scene in the Hotel room where Liz (Jacqueline Bisset) calls Merry (Candice Bergen) a C**t! It's all there and looks better than ever! A crisp clear digital transfer, widescreen, and special features that include original theatrical trailer and a vintage 1981 featurette called ""On Location with Rich and Famous"" with cast and director interviews. If you love this film as I do you won't be disappointed with purchasing this DVD. Glad to finally have this on DVD Well worth the wait! Thank you Warner Bros!",1,Rich and Famous (1981),D,0
"The movie is incredible, it has a sound track which sets the tone for the movie. THe lines in the movie are great, such as ""Nothings to good for out friends"" and ""Its collection time Charlie collection time."" I can watch this movie over and over again and still laugh because the lines and action are one of a kind. I feel that when i watch this movie I want to go out and shoot down bad guys, If there is a movie that you don't want to miss its this one. ""They killed the Giggler man, they killed the Giggler"" ""They had no right in doing that, hes on our turf ill take care of it."" The lines just keep on coming in the movie. Deff. go out and not rent but buy this movie its worth the money trust me.",1,Death Wish 3 (1985),D,0
"this dolph lundgren vehicle is a fun die hard throwback action flick, it isn't going to win any awards and its not very original but it delivers the goods you would want to see from a dolph lundgren movie. our man dolph is an ex soldier who is now a teacher at a tough inner city high school and when it gets taken over by terrorists its up to him to save the day. sure the script isn't going to win any Oscars its good fun and it has its fair share eplosive action. dolph lundgren gives a good enough performance but he comes alive more in the action scenes, and the rest of the cast are not the best actors but they hold it well. all in all detention is an enjoyable action flick, but youv'e seen it a million times before.",1,Detention (2003),D,0
"This show, Paranormal State, has an almost ""Blairwitch Project"" feel to it. As in, you're watching a 'documentary' that's actually just a scripted movie, made to look and feel like a documentary. My biggest problem with the show, is their 'go to' outside advisers of the Warren's, who were made famous for their 'investigations' of the Amityville murders, which were shown to be completely fraudulent, just based upon the police reports of the family's deaths! (such as the eldest daughter actually having been involved in the entire thing, to the point of possibly even helping with some of the deaths!) Then there's the way they constantly jump to blaming demons for everything. Not to mention how haughty the group is about what cases they take. They don't want to help those who need it most, they just want the weirdest cases, that will get them the most press and attention. They're complete frauds, plain and simple.",0,Paranormal State (2007),D,0
"Recently shown on cable tv the movie opens with a disclaimer distancing itself from any co-operation of real life persons; that in itself is an eye catcher. Yet the script and acting from the main characters is superb and I found myself engrossed throughout.Due in no small way to the crisp, thoughtful and interesting dialogue.The film is about a meeting on one day between two real life musical ""legends"" who formerly composed together then seperated.The film captures the essence of their lives and philosophies, in a story which proffers an explanation for their initial ""split"". What is so impressive is that the actors give such seemingly realistic portrayals of the characters they play,faults and all, that this viewer at least was left believing I was witnessing a true event in almost every detail. The great skill of this play is that with astute writing and fine acting a movie basically about ""two of us"" talking can make an excellent picture. Worthy of at least an 8 out of 10.",1,Two of Us (2000),D,0
The original story had all the ingredients to make a thoroughly gripping Film. But failed miserably in this version as even Cherie Lunghi was a pale imitation of what she was to become - so much so that I suspected that she must turn out to be an accomplice right to the end. Sherlock Holmes was turned into a warrior quite unlike anything every suggested by Sir Arthur Conn Doyle ? In fact it was Doctor Watson who showed what little common sense that was going. The boot blacked midget from the Andoman islands looked as though he could not fight his way out of a paper bag and what the villain was doing taking tea in Baker Street for a denouement was beyond anything that the old Scotland Yard could ever have dreamed up. So consign this TV Film to their Black Museum please.,0,The Sign of Four (1983),D,0
"I haven't seen this movie in about 5 years, but it still haunts me. When asked about my favorite films, this is the one that I seem to always mention first. There are certain films (works of art like this film, ""Dark City"", and ""Breaking the Waves"") that seem to touch a place within you, a place so protected and hidden and yet so sensitive, that they make a lifelong impression on the viewer, not unlike a life-changing event, such as the ending of a serious relationship or the death of a friend... This film ""shook"" me when I first saw it. It left me with an emotional hangover that lasted for several days.",1,Europa (1991),D,0
"I have to admit, I wasn't expecting much going into this film viewing in my Japenese film class, but this film really blew me away. The director does a wonderful job following through with the title of his film, truly portraying a picture of madness. I think the fact that this film is silent adds to the resemblance of madness, helping the viewer experience the characters inner world rather than the world outside his mind. This film just added to my feelings about foreign silent films vs. American, in that the foreign films work much more to exercise your mind and make you think rather than going for the fluffy film always with the happy ending, exercising the imagination very little.",1,A Page of Madness (1926),D,0
"I had a bad feeling ten seconds into the film as a pair of overworked tumbleweeds (probably left over from a bad western) blew across the scene. The bad feeling grew ten seconds later when the obligatory opening stranger-turned-human-sacrifice for no apparent reason lowered his rear view mirror to see a shadow in the back seat. For the next five minutes over the opening credits we are treated to an overhead shot of the car rocking back and forth and only the dramatic made-for-TV-movie music informs us a killing is taking place, not a make-out session. For the next 27 or so hours we are treated to two idiotic psychotics who for some reason seem compelled to drive through the desert Southwest together, going after each other like a demented Abbot & Costello. Even with the ""shocking"" twists at the end, we are merely left to shake our heads and wonder if the producers and director/writer feel as ashamed and embarrassed as they should for creating this inconsistent, incoherent nonsense.",0,The Nature of the Beast (1995),D,0
"hello there; i would just like to say how much i enjoyed your review and comments about that excellent film 'intruder in the dust'. i believe that the points you made were insightful, intelligent and totally valid. it's also a shame that this film is hardly ever shown on TV these days and that it isn't available on DVD region 2 - i live in england. once again, many thanks for your review. the actor juano hernandez was in another brilliant film, 'young man with a horn', which also starred kirk douglas and lauren bacall. that was a very evocative and stylish film with some superb music. i wish that someone with influence could release the entire back catalogues of films like 'johnny belinda', 'i remember mama', and 'the yearling' on DVD region 2, we love these movies in great Britain. i'm not of pensionable age, i'm still reasonably young and my family and i love classic films!!films like these were so beautifully made and they bring back wonderful memories. anyway...! many thanks for your comments!",1,Intruder in the Dust (1949),D,0
"Cocky medical students play chicken with process that simulates death, in attempt to get a (hopefully temporary) view of the afterlife. Certain plot twists and themes are a little off the mark, and the acting occasionally goes over the top. But the underlying message - about God's and others' forgiveness for our real or perceived sins - is positive and unique in cinema, and the cast is very very good. The last sequence between Julia Roberts and her father is so effectively done that, years after having seen it, I still get chills thinking about it. Highly recommended.",1,Flatliners (1990),D,0
